epoch, wall_time, smooth_loss, train_loss, val_loss,
43, 6.90523e+02, 8.60588e+00, 8.61441e+00, 8.63679e+00,
44, 7.06239e+02, 8.60508e+00, 8.60112e+00, 8.62434e+00,
45, 7.21939e+02, 8.60658e+00, 8.61080e+00, 8.62634e+00,
46, 7.37635e+02, 8.60475e+00, 8.60925e+00, 8.63544e+00,
47, 7.53334e+02, 8.60549e+00, 8.60336e+00, 8.63350e+00,
48, 7.69033e+02, 8.61120e+00, 8.60550e+00, 8.62947e+00,
49, 7.84761e+02, 8.60918e+00, 8.60799e+00, 8.61703e+00,
50, 8.00498e+02, 8.60734e+00, 8.60492e+00, 8.62722e+00,
51, 8.16246e+02, 8.60575e+00, 8.61351e+00, 8.62108e+00,
52, 8.31993e+02, 9.67553e+00, 9.45149e+00, 9.13464e+00,
53, 8.47721e+02, 9.33348e+00, 8.70234e+00, 8.69359e+00,
54, 8.63450e+02, 9.04797e+00, 8.63587e+00, 8.64207e+00,
55, 8.79180e+02, 8.86995e+00, 8.62313e+00, 8.64041e+00,
56, 8.94911e+02, 8.76450e+00, 8.62246e+00, 8.63862e+00,
57, 9.10640e+02, 8.70325e+00, 8.61690e+00, 8.63808e+00,
58, 9.26384e+02, 8.66568e+00, 8.61412e+00, 8.63110e+00,
59, 9.42137e+02, 8.64467e+00, 8.61522e+00, 8.63475e+00,
60, 9.57869e+02, 8.63107e+00, 8.60697e+00, 8.62357e+00,
61, 9.73614e+02, 8.62132e+00, 8.60739e+00, 8.63594e+00,
62, 9.89382e+02, 8.61693e+00, 8.61641e+00, 8.62494e+00,
63, 1.00511e+03, 8.61326e+00, 8.70234e+00, 8.70188e+00,
64, 1.02084e+03, 8.61343e+00, 8.60290e+00, 8.62158e+00,
65, 1.03659e+03, 8.60968e+00, 8.59761e+00, 8.62668e+00,
66, 1.05230e+03, 8.60698e+00, 8.59943e+00, 8.61519e+00,
67, 1.06802e+03, 8.60596e+00, 8.60758e+00, 8.62200e+00,
68, 1.08376e+03, 8.60655e+00, 8.61085e+00, 8.62686e+00,
69, 1.09946e+03, 8.60308e+00, 8.60134e+00, 8.62323e+00,
70, 1.11518e+03, 8.60226e+00, 8.59946e+00, 8.62412e+00,
71, 1.13086e+03, 8.60479e+00, 8.60404e+00, 8.63049e+00,
72, 1.14650e+03, 8.60514e+00, 8.60185e+00, 8.61626e+00,
73, 1.16213e+03, 8.61690e+00, 8.60740e+00, 8.62105e+00,
74, 1.17776e+03, 8.61039e+00, 8.60272e+00, 8.62041e+00,
75, 1.19339e+03, 8.60797e+00, 8.60312e+00, 8.62656e+00,
76, 1.20901e+03, 8.60615e+00, 8.60331e+00, 8.61890e+00,
77, 1.22464e+03, 8.60766e+00, 8.60411e+00, 8.63330e+00,
78, 1.24026e+03, 8.60403e+00, 8.59573e+00, 8.61962e+00,
79, 1.25589e+03, 8.60244e+00, 8.68652e+00, 8.66993e+00,
80, 1.27152e+03, 1.01882e+01, 1.21541e+01, 1.21289e+01,
81, 1.28716e+03, 1.10008e+01, 1.20868e+01, 1.20548e+01,
82, 1.30281e+03, 1.14537e+01, 1.20600e+01, 1.20407e+01,
83, 1.31847e+03, 1.17002e+01, 1.20269e+01, 1.20209e+01,
84, 1.33418e+03, 1.18404e+01, 1.20073e+01, 1.19865e+01,
85, 1.34979e+03, 1.19071e+01, 1.19785e+01, 1.19622e+01,
86, 1.36543e+03, 1.19300e+01, 1.19314e+01, 1.18891e+01,
87, 1.38111e+03, 1.15661e+01, 1.04036e+01, 1.00527e+01,
88, 1.39678e+03, 1.08877e+01, 9.69140e+00, 9.37795e+00,
89, 1.41243e+03, 1.02777e+01, 9.24855e+00, 9.01112e+00,
90, 1.42808e+03, 9.80145e+00, 9.09020e+00, 8.85611e+00,
91, 1.44374e+03, 9.45393e+00, 8.91277e+00, 8.75351e+00,
92, 1.45940e+03, 9.21727e+00, 8.86742e+00, 8.72352e+00,
93, 1.47506e+03, 9.05520e+00, 8.81046e+00, 8.69091e+00,
94, 1.49072e+03, 8.94596e+00, 8.82273e+00, 8.71098e+00,
95, 1.50638e+03, 8.87591e+00, 8.75697e+00, 8.66636e+00,
96, 1.52204e+03, 8.82316e+00, 8.74391e+00, 8.67254e+00,
97, 1.53770e+03, 8.78828e+00, 8.72469e+00, 8.67656e+00,
98, 1.55337e+03, 8.76525e+00, 8.72354e+00, 8.66935e+00,
99, 1.56905e+03, 8.74208e+00, 8.71225e+00, 8.66634e+00,
100, 1.58472e+03, 8.72448e+00, 8.72170e+00, 8.68139e+00,
101, 1.60049e+03, 8.71494e+00, 8.76346e+00, 8.67116e+00,
102, 1.61606e+03, 8.70674e+00, 8.68968e+00, 8.65650e+00,
103, 1.63162e+03, 8.70251e+00, 8.71745e+00, 8.67249e+00,
104, 1.64724e+03, 8.70281e+00, 8.70810e+00, 8.66155e+00,
105, 1.66283e+03, 8.69366e+00, 8.67452e+00, 8.66170e+00,
106, 1.67845e+03, 8.68527e+00, 8.68476e+00, 8.65749e+00,
107, 1.69405e+03, 8.68682e+00, 8.70487e+00, 8.65960e+00,
108, 1.70965e+03, 8.69383e+00, 8.67308e+00, 8.64010e+00,
109, 1.72526e+03, 8.68326e+00, 8.66638e+00, 8.65163e+00,
110, 1.74086e+03, 8.67430e+00, 8.66777e+00, 8.66472e+00,
111, 1.75646e+03, 8.72559e+00, 9.65409e+00, 8.97878e+00,
112, 1.77203e+03, 8.76892e+00, 8.70855e+00, 8.64797e+00,
113, 1.78762e+03, 8.73364e+00, 8.67341e+00, 8.64250e+00,
114, 1.80323e+03, 8.70706e+00, 8.67290e+00, 8.63302e+00,
115, 1.81885e+03, 8.68760e+00, 8.68537e+00, 8.65214e+00,
116, 1.83447e+03, 8.69891e+00, 8.67333e+00, 8.64362e+00,
117, 1.85010e+03, 8.68515e+00, 8.66426e+00, 8.64102e+00,
118, 1.86571e+03, 8.67746e+00, 8.67601e+00, 8.64667e+00,
119, 1.88132e+03, 8.67120e+00, 8.66343e+00, 8.64831e+00,
120, 1.89693e+03, 8.67085e+00, 8.68289e+00, 8.64251e+00,
121, 1.91254e+03, 8.67956e+00, 8.67757e+00, 8.64888e+00,
122, 1.92815e+03, 8.66857e+00, 8.65747e+00, 8.63664e+00,
123, 1.94377e+03, 8.70448e+00, 1.01204e+01, 9.35315e+00,
124, 1.95939e+03, 9.23047e+00, 9.15426e+00, 8.78162e+00,
125, 1.97503e+03, 9.12438e+00, 8.87016e+00, 8.71433e+00,
126, 1.99066e+03, 8.99549e+00, 8.78242e+00, 8.68702e+00,
127, 2.00630e+03, 8.89511e+00, 8.73659e+00, 8.64691e+00,
128, 2.02191e+03, 8.82597e+00, 8.74572e+00, 8.65144e+00,
129, 2.03752e+03, 8.77908e+00, 8.72740e+00, 8.67123e+00,
130, 2.05314e+03, 8.84357e+00, 1.00305e+01, 9.24903e+00,
131, 2.06877e+03, 9.36014e+00, 9.03126e+00, 8.75386e+00,
132, 2.08439e+03, 9.18187e+00, 8.86855e+00, 8.70319e+00,
133, 2.10002e+03, 9.04363e+00, 8.81286e+00, 8.67275e+00,
134, 2.11566e+03, 8.95025e+00, 8.81135e+00, 8.67603e+00,
135, 2.13127e+03, 8.87904e+00, 8.76532e+00, 8.66703e+00,
136, 2.14686e+03, 8.83028e+00, 8.75502e+00, 8.65993e+00,
137, 2.16246e+03, 8.78815e+00, 8.72427e+00, 8.65738e+00,
138, 2.17807e+03, 8.76161e+00, 8.77549e+00, 8.67230e+00,
139, 2.19367e+03, 8.76868e+00, 8.75804e+00, 8.66351e+00,
140, 2.20929e+03, 8.75496e+00, 8.71489e+00, 8.65192e+00,
141, 2.22490e+03, 8.73227e+00, 8.70081e+00, 8.63857e+00,
142, 2.24051e+03, 8.71635e+00, 8.73003e+00, 8.66087e+00,
143, 2.25612e+03, 8.79373e+00, 9.08572e+00, 8.75931e+00,
144, 2.27173e+03, 8.79060e+00, 8.74012e+00, 8.66303e+00,
145, 2.28743e+03, 8.75989e+00, 8.71313e+00, 8.65315e+00,
146, 2.30305e+03, 8.74721e+00, 8.70545e+00, 8.65209e+00,
147, 2.31869e+03, 8.72891e+00, 8.69296e+00, 8.64502e+00,
148, 2.33433e+03, 8.72684e+00, 8.84439e+00, 8.68225e+00,
149, 2.35001e+03, 1.06947e+01, 1.39598e+01, 1.39552e+01,
150, 2.36566e+03, 1.20721e+01, 1.39574e+01, 1.39551e+01,
151, 2.38132e+03, 1.28676e+01, 1.39563e+01, 1.39551e+01,
152, 2.39699e+03, 1.33272e+01, 1.39567e+01, 1.39551e+01,
153, 2.41267e+03, 1.35927e+01, 1.39562e+01, 1.39551e+01,
154, 2.42835e+03, 1.37461e+01, 1.39559e+01, 1.39551e+01,
155, 2.44403e+03, 1.38348e+01, 1.39557e+01, 1.39551e+01,
156, 2.45971e+03, 1.38859e+01, 1.39556e+01, 1.39551e+01,
157, 2.47540e+03, 1.39154e+01, 1.39557e+01, 1.39551e+01,
158, 2.49109e+03, 1.39324e+01, 1.39554e+01, 1.39551e+01,
159, 2.50676e+03, 1.39422e+01, 1.39556e+01, 1.39551e+01,
160, 2.52234e+03, 1.39479e+01, 1.39553e+01, 1.39551e+01,
161, 2.53794e+03, 1.39511e+01, 1.39553e+01, 1.39551e+01,
162, 2.55353e+03, 1.39530e+01, 1.39553e+01, 1.39551e+01,
163, 2.56911e+03, 1.39540e+01, 1.39552e+01, 1.39551e+01,
164, 2.58468e+03, 1.39546e+01, 1.39553e+01, 1.39551e+01,
165, 2.60026e+03, 1.39549e+01, 1.39552e+01, 1.39551e+01,
166, 2.61586e+03, 1.39549e+01, 1.39553e+01, 1.39551e+01,
167, 2.63149e+03, 1.39550e+01, 1.39552e+01, 1.39551e+01,
168, 2.64711e+03, 1.39551e+01, 1.39552e+01, 1.39551e+01,
169, 2.66286e+03, 1.39551e+01, 1.39555e+01, 1.39551e+01,
170, 2.67918e+03, 1.39552e+01, 1.39552e+01, 1.39551e+01,
171, 2.69550e+03, 1.39552e+01, 1.39552e+01, 1.39551e+01,
172, 2.71128e+03, 1.39553e+01, 1.39552e+01, 1.39551e+01,
173, 2.72622e+03, 1.39553e+01, 1.39552e+01, 1.39551e+01,
174, 2.74116e+03, 1.39554e+01, 1.39552e+01, 1.39551e+01,
175, 2.75608e+03, 1.39554e+01, 1.39552e+01, 1.39551e+01,
176, 2.77102e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
177, 2.78593e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
178, 2.80087e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
179, 2.81581e+03, 1.39555e+01, 1.39552e+01, 1.39551e+01,
180, 2.83169e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
181, 2.84773e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
182, 2.86384e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
183, 2.87987e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
184, 2.89586e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
185, 2.91181e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
186, 2.92774e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
187, 2.94363e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
188, 2.95947e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
189, 2.97527e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
190, 2.99109e+03, 1.39556e+01, 1.39552e+01, 1.39551e+01,
191, 3.00673e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
192, 3.02153e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
193, 3.03637e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
194, 3.05119e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
195, 3.06597e+03, 1.39557e+01, 1.39552e+01, 1.39551e+01,
196, 3.08078e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
197, 3.09562e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
198, 3.11072e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
199, 3.12648e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
200, 3.14219e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
201, 3.15793e+03, 1.39557e+01, 1.39551e+01, 1.39551e+01,
202, 3.17364e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
203, 3.18934e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
204, 3.20506e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
205, 3.22076e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
206, 3.23648e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
207, 3.25217e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
208, 3.26787e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
209, 3.28356e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
210, 3.29925e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
211, 3.31496e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
212, 3.33065e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
213, 3.34633e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
214, 3.36201e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
215, 3.37769e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
216, 3.39336e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
217, 3.40904e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
218, 3.42471e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
219, 3.43987e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
220, 3.45460e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
221, 3.47023e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
222, 3.48591e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
223, 3.50159e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
224, 3.51728e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
225, 3.53294e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
226, 3.54858e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
227, 3.56426e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
228, 3.57992e+03, 1.39555e+01, 1.39550e+01, 1.39551e+01,
229, 3.59558e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
230, 3.61125e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
231, 3.62690e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
232, 3.64257e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
233, 3.65825e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
234, 3.67392e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
235, 3.68960e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
236, 3.70524e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
237, 3.72093e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
238, 3.73660e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
239, 3.75226e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
240, 3.76792e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
241, 3.78359e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
242, 3.79901e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
243, 3.81361e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
244, 3.82925e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
245, 3.84489e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
246, 3.86054e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
247, 3.87620e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
248, 3.89186e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
249, 3.90751e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
250, 3.92318e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
251, 3.93884e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
252, 3.95451e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
253, 3.97018e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
254, 3.98584e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
255, 4.00151e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
256, 4.01718e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
257, 4.03286e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
258, 4.04855e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
259, 4.06424e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
260, 4.07991e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
261, 4.09559e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
262, 4.11128e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
263, 4.12696e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
264, 4.14260e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
265, 4.15826e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
266, 4.17390e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
267, 4.18957e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
268, 4.20523e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
269, 4.22089e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
270, 4.23654e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
271, 4.25218e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
272, 4.26783e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
273, 4.28352e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
274, 4.29916e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
275, 4.31482e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
276, 4.33050e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
277, 4.34617e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
278, 4.36183e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
279, 4.37770e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
280, 4.39359e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
281, 4.40939e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
282, 4.42523e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
283, 4.44119e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
284, 4.45713e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
285, 4.47282e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
286, 4.48853e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
287, 4.50422e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
288, 4.51990e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
289, 4.53559e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
290, 4.55127e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
291, 4.56694e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
292, 4.58261e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
293, 4.59830e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
294, 4.61397e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
295, 4.62965e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
296, 4.64532e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
297, 4.66101e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
298, 4.67668e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
299, 4.69236e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
300, 4.70804e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
301, 4.72372e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
302, 4.73940e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
303, 4.75509e+03, 1.39555e+01, 1.39551e+01, 1.39551e+01,
304, 4.77076e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
305, 4.78644e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
306, 4.80212e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
307, 4.81777e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
308, 4.83341e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
309, 4.84822e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
310, 4.86389e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
311, 4.87953e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
312, 4.89517e+03, 1.39556e+01, 1.39551e+01, 1.39551e+01,
