epoch, wall_time, smooth_loss, train_loss, train_std_dev, val_loss, val_std_dev
140, 6.38121e+01, 6.30284e-01, 6.22331e-01, 6.86084e-01, 6.57228e-01, 7.86939e-01
141, 6.42636e+01, 6.29132e-01, 6.20383e-01, 6.83119e-01, 6.42595e-01, 7.85821e-01
142, 6.47153e+01, 6.28427e-01, 6.27370e-01, 6.96683e-01, 6.53502e-01, 7.88955e-01
143, 6.51672e+01, 6.27905e-01, 6.29935e-01, 7.14736e-01, 6.59451e-01, 8.12529e-01
144, 6.56186e+01, 6.27152e-01, 6.25155e-01, 6.84999e-01, 6.49756e-01, 7.85196e-01
145, 6.60693e+01, 6.26500e-01, 6.26459e-01, 6.88866e-01, 6.51420e-01, 7.72568e-01
146, 6.65244e+01, 6.25703e-01, 6.23168e-01, 7.00919e-01, 6.40680e-01, 7.88607e-01
147, 6.69777e+01, 6.24511e-01, 6.15125e-01, 6.96759e-01, 6.53757e-01, 7.81900e-01
148, 6.74314e+01, 6.23740e-01, 6.21553e-01, 7.07180e-01, 6.49508e-01, 8.11376e-01
149, 6.78838e+01, 6.23174e-01, 6.24636e-01, 6.81519e-01, 6.48471e-01, 7.70758e-01
150, 6.83362e+01, 6.23005e-01, 6.30895e-01, 7.21025e-01, 6.46771e-01, 8.37207e-01
151, 6.87880e+01, 6.22178e-01, 6.18995e-01, 7.01577e-01, 6.38669e-01, 8.05800e-01
152, 6.92387e+01, 6.21989e-01, 6.29838e-01, 6.92951e-01, 6.46515e-01, 7.77957e-01
153, 6.96968e+01, 6.21528e-01, 6.24597e-01, 7.04296e-01, 6.45359e-01, 7.83415e-01
154, 7.01535e+01, 6.20995e-01, 6.22725e-01, 6.85140e-01, 6.41732e-01, 7.93209e-01
155, 7.06088e+01, 6.19895e-01, 6.12000e-01, 6.98948e-01, 6.37975e-01, 8.10033e-01
156, 7.10622e+01, 6.19194e-01, 6.18052e-01, 6.87425e-01, 6.46995e-01, 7.73048e-01
157, 7.15169e+01, 6.18315e-01, 6.14369e-01, 6.86938e-01, 6.42452e-01, 7.89798e-01
158, 7.19695e+01, 6.17916e-01, 6.21982e-01, 6.84976e-01, 6.45963e-01, 7.82617e-01
159, 7.24217e+01, 6.17014e-01, 6.12423e-01, 6.72012e-01, 6.33889e-01, 7.70692e-01
160, 7.28741e+01, 6.16285e-01, 6.14501e-01, 6.71353e-01, 6.41997e-01, 7.49002e-01
161, 7.33275e+01, 6.15303e-01, 6.09262e-01, 6.70534e-01, 6.40142e-01, 7.49833e-01
162, 7.37815e+01, 6.14403e-01, 6.09959e-01, 6.73031e-01, 6.39067e-01, 7.64394e-01
163, 7.42371e+01, 6.13702e-01, 6.12606e-01, 6.76509e-01, 6.32846e-01, 7.62144e-01
164, 7.46892e+01, 6.13050e-01, 6.12582e-01, 6.89080e-01, 6.39092e-01, 7.88851e-01
165, 7.51422e+01, 6.12082e-01, 6.06629e-01, 6.72179e-01, 6.29005e-01, 7.60535e-01
166, 7.55951e+01, 6.11049e-01, 6.04218e-01, 6.85834e-01, 6.30244e-01, 7.80832e-01
167, 7.60478e+01, 6.10561e-01, 6.12912e-01, 7.06489e-01, 6.38411e-01, 8.06916e-01
168, 7.65009e+01, 6.09651e-01, 6.04905e-01, 6.81179e-01, 6.43392e-01, 7.59518e-01
169, 7.69545e+01, 6.09649e-01, 6.20107e-01, 6.96744e-01, 6.32247e-01, 8.03337e-01
170, 7.74082e+01, 6.08868e-01, 6.06101e-01, 6.63006e-01, 6.34434e-01, 7.45621e-01
171, 7.78617e+01, 6.08428e-01, 6.11497e-01, 7.14086e-01, 6.21407e-01, 7.95280e-01
172, 7.83187e+01, 6.08335e-01, 6.17360e-01, 6.91245e-01, 6.37827e-01, 7.92486e-01
173, 7.87843e+01, 6.07324e-01, 6.00905e-01, 6.82035e-01, 6.40711e-01, 7.83928e-01
174, 7.92407e+01, 6.07051e-01, 6.12865e-01, 6.96625e-01, 6.36274e-01, 7.83719e-01
175, 7.97014e+01, 6.06236e-01, 6.02940e-01, 6.73473e-01, 6.26905e-01, 7.72488e-01
176, 8.01567e+01, 6.06119e-01, 6.14588e-01, 6.78448e-01, 6.38708e-01, 7.68803e-01
177, 8.06101e+01, 6.05116e-01, 5.98512e-01, 6.69687e-01, 6.29110e-01, 7.51289e-01
178, 8.10621e+01, 6.05024e-01, 6.14242e-01, 6.94379e-01, 6.33122e-01, 7.81918e-01
179, 8.15153e+01, 6.04370e-01, 6.03708e-01, 6.89429e-01, 6.32275e-01, 7.67389e-01
180, 8.19668e+01, 6.03804e-01, 6.04894e-01, 6.75491e-01, 6.29243e-01, 7.63564e-01
181, 8.24176e+01, 6.03042e-01, 6.00605e-01, 6.56609e-01, 6.23634e-01, 7.47985e-01
182, 8.28713e+01, 6.02030e-01, 5.95195e-01, 6.67382e-01, 6.28510e-01, 7.66314e-01
183, 8.33225e+01, 6.00775e-01, 5.89948e-01, 6.76032e-01, 6.23719e-01, 7.67043e-01
184, 8.37743e+01, 6.00635e-01, 6.08611e-01, 6.73365e-01, 6.34444e-01, 7.61304e-01
185, 8.42345e+01, 5.99642e-01, 5.93248e-01, 6.83447e-01, 6.33754e-01, 7.74099e-01
186, 8.46900e+01, 5.99310e-01, 6.04083e-01, 7.04902e-01, 6.21547e-01, 8.08230e-01
187, 8.51547e+01, 5.99360e-01, 6.10733e-01, 7.30324e-01, 6.23504e-01, 8.41677e-01
188, 8.56203e+01, 5.98566e-01, 5.95635e-01, 6.92652e-01, 6.23670e-01, 7.79633e-01
189, 8.60747e+01, 5.97892e-01, 5.97028e-01, 6.59764e-01, 6.38139e-01, 7.41599e-01
190, 8.65328e+01, 5.96854e-01, 5.89623e-01, 6.62463e-01, 6.25492e-01, 7.59176e-01
191, 8.69864e+01, 5.96002e-01, 5.91905e-01, 6.63043e-01, 6.23151e-01, 7.65350e-01
192, 8.74399e+01, 5.95816e-01, 6.03026e-01, 6.83824e-01, 6.31382e-01, 7.83848e-01
193, 8.78964e+01, 5.95763e-01, 6.05315e-01, 6.85355e-01, 6.26943e-01, 7.76047e-01
194, 8.83497e+01, 5.94619e-01, 5.85755e-01, 6.62813e-01, 6.26893e-01, 7.46545e-01
195, 8.88027e+01, 5.93732e-01, 5.88877e-01, 6.67477e-01, 6.23397e-01, 7.56199e-01
196, 8.92592e+01, 5.92827e-01, 5.87750e-01, 6.67204e-01, 6.31295e-01, 7.56911e-01
197, 8.97160e+01, 5.92049e-01, 5.89052e-01, 6.61105e-01, 6.40105e-01, 7.66322e-01
198, 9.01693e+01, 5.91663e-01, 5.95455e-01, 6.53394e-01, 6.30198e-01, 7.43261e-01
199, 9.06224e+01, 5.90835e-01, 5.87199e-01, 6.54970e-01, 6.24026e-01, 7.59132e-01
200, 9.10749e+01, 5.90037e-01, 5.87043e-01, 6.63751e-01, 6.28107e-01, 7.44929e-01
201, 9.15325e+01, 5.89502e-01, 5.90543e-01, 6.66687e-01, 6.14010e-01, 7.50851e-01
202, 9.19890e+01, 5.89044e-01, 5.91506e-01, 6.78850e-01, 6.25211e-01, 7.74265e-01
203, 9.24433e+01, 5.89028e-01, 5.99263e-01, 6.66917e-01, 6.23595e-01, 7.52119e-01
204, 9.28965e+01, 5.88648e-01, 5.92541e-01, 6.59741e-01, 6.19812e-01, 7.49366e-01
205, 9.33496e+01, 5.87709e-01, 5.81932e-01, 6.66015e-01, 6.23708e-01, 7.71838e-01
206, 9.38027e+01, 5.87428e-01, 5.92793e-01, 6.94467e-01, 6.21932e-01, 7.98896e-01
207, 9.42559e+01, 5.86564e-01, 5.82116e-01, 6.59793e-01, 6.10669e-01, 7.56330e-01
208, 9.47095e+01, 5.85726e-01, 5.81785e-01, 6.64802e-01, 6.04755e-01, 7.54962e-01
209, 9.51648e+01, 5.85366e-01, 5.89676e-01, 6.49192e-01, 6.27827e-01, 7.39664e-01
210, 9.56225e+01, 5.84491e-01, 5.79944e-01, 6.61468e-01, 6.20064e-01, 7.55719e-01
211, 9.60753e+01, 5.83698e-01, 5.80265e-01, 6.55757e-01, 6.29321e-01, 7.41570e-01
212, 9.65285e+01, 5.82723e-01, 5.76246e-01, 6.56221e-01, 6.21356e-01, 7.49100e-01
213, 9.69822e+01, 5.81855e-01, 5.77187e-01, 6.56797e-01, 6.21556e-01, 7.42474e-01
214, 9.74461e+01, 5.81196e-01, 5.80111e-01, 6.55130e-01, 6.18141e-01, 7.40679e-01
215, 9.78979e+01, 5.80722e-01, 5.82510e-01, 7.19404e-01, 6.23255e-01, 8.06957e-01
216, 9.83506e+01, 5.80496e-01, 5.86796e-01, 6.56947e-01, 6.12594e-01, 7.50979e-01
217, 9.88045e+01, 5.79716e-01, 5.76822e-01, 6.57340e-01, 6.17302e-01, 7.57115e-01
218, 9.92581e+01, 5.79210e-01, 5.80761e-01, 6.44427e-01, 6.13757e-01, 7.30683e-01
219, 9.97206e+01, 5.78885e-01, 5.83568e-01, 6.69260e-01, 6.18696e-01, 7.66034e-01
220, 1.00174e+02, 5.78308e-01, 5.78835e-01, 6.79343e-01, 6.15218e-01, 7.82991e-01
221, 1.00627e+02, 5.77685e-01, 5.77181e-01, 6.64285e-01, 6.23786e-01, 7.55593e-01
222, 1.01079e+02, 5.76931e-01, 5.74222e-01, 6.55462e-01, 6.20526e-01, 7.48498e-01
223, 1.01532e+02, 5.76172e-01, 5.73180e-01, 6.86805e-01, 6.07607e-01, 7.83919e-01
224, 1.01984e+02, 5.76179e-01, 5.86454e-01, 6.50871e-01, 6.24739e-01, 7.34083e-01
225, 1.02437e+02, 5.75927e-01, 5.81844e-01, 6.62507e-01, 6.12355e-01, 7.72780e-01
226, 1.02890e+02, 5.75354e-01, 5.75675e-01, 6.65674e-01, 6.04826e-01, 7.50514e-01
227, 1.03347e+02, 5.75240e-01, 5.83294e-01, 6.71990e-01, 6.09867e-01, 7.47883e-01
228, 1.03793e+02, 5.74892e-01, 5.79153e-01, 6.58564e-01, 6.16802e-01, 7.44088e-01
229, 1.04241e+02, 5.74054e-01, 5.69950e-01, 6.58129e-01, 6.20611e-01, 7.38583e-01
230, 1.04687e+02, 5.73334e-01, 5.71141e-01, 6.58118e-01, 6.05975e-01, 7.46998e-01
231, 1.05129e+02, 5.72446e-01, 5.67265e-01, 6.71194e-01, 6.15249e-01, 7.45862e-01
232, 1.05571e+02, 5.72696e-01, 5.86886e-01, 6.50726e-01, 6.17369e-01, 7.38052e-01
233, 1.06016e+02, 5.72064e-01, 5.71440e-01, 6.55594e-01, 6.13298e-01, 7.37160e-01
234, 1.06464e+02, 5.71266e-01, 5.67751e-01, 6.81888e-01, 6.16829e-01, 7.72300e-01
235, 1.06905e+02, 5.71178e-01, 5.79738e-01, 6.67498e-01, 6.23548e-01, 7.52643e-01
236, 1.07348e+02, 5.70517e-01, 5.69309e-01, 6.55979e-01, 6.11781e-01, 7.45397e-01
237, 1.07792e+02, 5.70028e-01, 5.71865e-01, 6.52417e-01, 6.16269e-01, 7.30306e-01
238, 1.08234e+02, 5.70044e-01, 5.80411e-01, 6.43903e-01, 6.02929e-01, 7.25104e-01
239, 1.08676e+02, 5.69462e-01, 5.69621e-01, 6.42998e-01, 6.04601e-01, 7.14511e-01
240, 1.09118e+02, 5.68735e-01, 5.66349e-01, 6.66093e-01, 6.18524e-01, 7.43526e-01
241, 1.09560e+02, 5.68506e-01, 5.74950e-01, 6.65084e-01, 6.10050e-01, 7.58049e-01
242, 1.10001e+02, 5.68208e-01, 5.73238e-01, 6.52276e-01, 6.03969e-01, 7.14905e-01
243, 1.10443e+02, 5.67483e-01, 5.64917e-01, 6.50104e-01, 6.08337e-01, 7.31437e-01
244, 1.10885e+02, 5.66635e-01, 5.62063e-01, 6.59982e-01, 6.01885e-01, 7.32660e-01
245, 1.11328e+02, 5.66286e-01, 5.70208e-01, 6.62323e-01, 6.05316e-01, 7.40901e-01
246, 1.11770e+02, 5.65645e-01, 5.64703e-01, 6.53375e-01, 6.11705e-01, 7.30247e-01
247, 1.12213e+02, 5.64874e-01, 5.61748e-01, 6.80912e-01, 6.02862e-01, 7.67331e-01
