epoch, wall_time, smooth_loss, train_loss, train_std_dev, val_loss, val_std_dev
95, 1.46650e+02, 7.26196e-01, 7.11948e-01, 7.65872e-01, 6.51568e-01, 8.73036e-01
96, 1.48247e+02, 7.24626e-01, 7.10751e-01, 7.67666e-01, 6.67518e-01, 8.93744e-01
97, 1.49834e+02, 7.22921e-01, 7.06395e-01, 7.75279e-01, 6.62938e-01, 8.88379e-01
98, 1.51330e+02, 7.20745e-01, 6.96259e-01, 7.68381e-01, 6.74622e-01, 8.85904e-01
99, 1.52913e+02, 7.18149e-01, 6.86665e-01, 7.70838e-01, 6.58563e-01, 8.66043e-01
100, 1.54432e+02, 7.16524e-01, 7.01433e-01, 7.62636e-01, 6.70978e-01, 8.85374e-01
101, 1.55928e+02, 7.14758e-01, 6.97243e-01, 7.63410e-01, 6.65538e-01, 8.79835e-01
102, 1.57423e+02, 7.13258e-01, 7.00085e-01, 7.66524e-01, 6.65301e-01, 8.73015e-01
103, 1.58992e+02, 7.11533e-01, 6.94539e-01, 7.67729e-01, 6.64110e-01, 8.87602e-01
104, 1.60561e+02, 7.10045e-01, 6.97300e-01, 7.68235e-01, 6.67755e-01, 8.81371e-01
105, 1.62109e+02, 7.08914e-01, 7.01890e-01, 7.72209e-01, 6.56931e-01, 8.91743e-01
106, 1.63677e+02, 7.07474e-01, 6.95463e-01, 7.56091e-01, 6.73130e-01, 8.58743e-01
107, 1.65219e+02, 7.06378e-01, 7.00376e-01, 7.60416e-01, 6.65664e-01, 8.67278e-01
108, 1.66792e+02, 7.05635e-01, 7.05137e-01, 7.56202e-01, 6.52865e-01, 8.60292e-01
109, 1.68326e+02, 7.03738e-01, 6.83763e-01, 7.65012e-01, 6.66366e-01, 8.76363e-01
110, 1.69891e+02, 7.02369e-01, 6.91503e-01, 7.55783e-01, 6.68305e-01, 8.58075e-01
111, 1.71444e+02, 7.01125e-01, 6.92233e-01, 7.48319e-01, 6.60047e-01, 8.45268e-01
112, 1.72942e+02, 7.00069e-01, 6.94119e-01, 7.55998e-01, 6.68935e-01, 8.59924e-01
113, 1.74436e+02, 6.98452e-01, 6.83230e-01, 7.69770e-01, 6.58073e-01, 8.75972e-01
114, 1.75994e+02, 6.97327e-01, 6.90393e-01, 7.52915e-01, 6.62067e-01, 8.62922e-01
115, 1.77454e+02, 6.95805e-01, 6.82096e-01, 7.64751e-01, 6.61019e-01, 8.76172e-01
116, 1.79001e+02, 6.94388e-01, 6.82279e-01, 7.54810e-01, 6.58431e-01, 8.74472e-01
117, 1.80459e+02, 6.93644e-01, 6.93032e-01, 7.59780e-01, 6.59340e-01, 8.77862e-01
118, 1.81937e+02, 6.93345e-01, 7.00442e-01, 7.44086e-01, 6.51819e-01, 8.74489e-01
119, 1.83452e+02, 6.92507e-01, 6.90082e-01, 7.54923e-01, 6.64158e-01, 8.58340e-01
120, 1.85123e+02, 6.91559e-01, 6.87645e-01, 7.43302e-01, 6.63469e-01, 8.59037e-01
121, 1.86755e+02, 6.90802e-01, 6.89926e-01, 7.43369e-01, 6.54210e-01, 8.42442e-01
122, 1.88334e+02, 6.89381e-01, 6.77171e-01, 7.35661e-01, 6.59108e-01, 8.46368e-01
123, 1.89910e+02, 6.88491e-01, 6.85425e-01, 7.41532e-01, 6.68383e-01, 8.52355e-01
124, 1.91516e+02, 6.87716e-01, 6.86338e-01, 7.37350e-01, 6.69725e-01, 8.35994e-01
125, 1.93093e+02, 6.86891e-01, 6.85060e-01, 7.51068e-01, 6.57774e-01, 8.69885e-01
126, 1.94772e+02, 6.86384e-01, 6.89600e-01, 7.43074e-01, 6.61807e-01, 8.43141e-01
127, 1.96389e+02, 6.85983e-01, 6.91246e-01, 7.39930e-01, 6.51489e-01, 8.45486e-01
128, 1.97953e+02, 6.84991e-01, 6.80058e-01, 7.37799e-01, 6.50165e-01, 8.30911e-01
129, 1.99521e+02, 6.84250e-01, 6.83901e-01, 7.35915e-01, 6.59123e-01, 8.41573e-01
130, 2.01021e+02, 6.83369e-01, 6.80585e-01, 7.39013e-01, 6.56340e-01, 8.51224e-01
131, 2.02667e+02, 6.82958e-01, 6.87805e-01, 7.37980e-01, 6.58630e-01, 8.44646e-01
132, 2.04302e+02, 6.82604e-01, 6.88445e-01, 7.31986e-01, 6.52792e-01, 8.40320e-01
133, 2.05985e+02, 6.81788e-01, 6.79830e-01, 7.39101e-01, 6.59702e-01, 8.48506e-01
134, 2.07625e+02, 6.81535e-01, 6.89148e-01, 7.31378e-01, 6.53055e-01, 8.49070e-01
135, 2.09200e+02, 6.81063e-01, 6.84516e-01, 7.43472e-01, 6.50173e-01, 8.56441e-01
136, 2.10770e+02, 6.80211e-01, 6.77690e-01, 7.29929e-01, 6.56464e-01, 8.38761e-01
137, 2.12399e+02, 6.79573e-01, 6.80577e-01, 7.32763e-01, 6.46095e-01, 8.59880e-01
138, 2.14045e+02, 6.79095e-01, 6.82783e-01, 7.30877e-01, 6.43834e-01, 8.43587e-01
139, 2.15607e+02, 6.78422e-01, 6.78618e-01, 7.40245e-01, 6.56802e-01, 8.44534e-01
140, 2.17260e+02, 6.77705e-01, 6.77494e-01, 7.32454e-01, 6.55034e-01, 8.33427e-01
141, 2.18872e+02, 6.77291e-01, 6.82204e-01, 7.23882e-01, 6.53712e-01, 8.18152e-01
142, 2.20501e+02, 6.76169e-01, 6.68882e-01, 7.22427e-01, 6.55120e-01, 8.14909e-01
143, 2.22083e+02, 6.75634e-01, 6.78268e-01, 7.34564e-01, 6.54112e-01, 8.28589e-01
144, 2.23673e+02, 6.75056e-01, 6.77012e-01, 7.21157e-01, 6.56979e-01, 8.38451e-01
145, 2.25238e+02, 6.74477e-01, 6.76531e-01, 7.36570e-01, 6.61683e-01, 8.50656e-01
146, 2.26812e+02, 6.73861e-01, 6.75230e-01, 7.23030e-01, 6.52918e-01, 8.37724e-01
147, 2.28390e+02, 6.73650e-01, 6.81866e-01, 7.15904e-01, 6.53136e-01, 8.25941e-01
148, 2.29995e+02, 6.72636e-01, 6.67148e-01, 7.31674e-01, 6.54546e-01, 8.31832e-01
149, 2.31577e+02, 6.72320e-01, 6.78792e-01, 7.19563e-01, 6.66593e-01, 8.24723e-01
150, 2.33198e+02, 6.71171e-01, 6.63585e-01, 7.04702e-01, 6.51483e-01, 8.21064e-01
151, 2.34815e+02, 6.70547e-01, 6.71770e-01, 7.25521e-01, 6.42845e-01, 8.42383e-01
152, 2.36437e+02, 6.70614e-01, 6.83499e-01, 7.18723e-01, 6.55015e-01, 8.10746e-01
153, 2.38027e+02, 6.70264e-01, 6.76086e-01, 7.21118e-01, 6.61295e-01, 8.31238e-01
154, 2.39649e+02, 6.69416e-01, 6.66584e-01, 7.18593e-01, 6.55194e-01, 8.14027e-01
155, 2.41205e+02, 6.68466e-01, 6.64124e-01, 7.14002e-01, 6.70016e-01, 8.23067e-01
156, 2.42741e+02, 6.68012e-01, 6.72389e-01, 7.13893e-01, 6.64255e-01, 7.82449e-01
157, 2.44319e+02, 6.67670e-01, 6.73659e-01, 7.16418e-01, 6.56244e-01, 8.22266e-01
158, 2.45919e+02, 6.67302e-01, 6.72745e-01, 7.14253e-01, 6.57604e-01, 8.29457e-01
159, 2.47477e+02, 6.66746e-01, 6.68920e-01, 7.21958e-01, 6.55344e-01, 8.15994e-01
160, 2.49088e+02, 6.66327e-01, 6.70948e-01, 7.20541e-01, 6.67261e-01, 8.24483e-01
161, 2.50681e+02, 6.65487e-01, 6.63091e-01, 7.27016e-01, 6.52354e-01, 8.24439e-01
162, 2.52345e+02, 6.65601e-01, 6.79403e-01, 7.11904e-01, 6.61074e-01, 8.13188e-01
163, 2.53949e+02, 6.65233e-01, 6.70697e-01, 7.13712e-01, 6.56002e-01, 8.13363e-01
164, 2.55583e+02, 6.64997e-01, 6.72568e-01, 7.28465e-01, 6.57573e-01, 8.20650e-01
165, 2.57163e+02, 6.64702e-01, 6.71203e-01, 7.16220e-01, 6.56887e-01, 8.23010e-01
166, 2.58722e+02, 6.64085e-01, 6.64901e-01, 7.06274e-01, 6.56443e-01, 8.11273e-01
167, 2.60336e+02, 6.63658e-01, 6.67967e-01, 7.12512e-01, 6.63857e-01, 8.03557e-01
168, 2.61934e+02, 6.62945e-01, 6.62332e-01, 7.31034e-01, 6.51069e-01, 8.34802e-01
169, 2.63521e+02, 6.62568e-01, 6.67575e-01, 7.10929e-01, 6.45883e-01, 8.26413e-01
170, 2.65092e+02, 6.62109e-01, 6.65803e-01, 7.06315e-01, 6.43392e-01, 8.14091e-01
171, 2.66670e+02, 6.61764e-01, 6.67170e-01, 7.08723e-01, 6.56247e-01, 8.14352e-01
172, 2.68237e+02, 6.60992e-01, 6.59367e-01, 7.10790e-01, 6.48350e-01, 7.99895e-01
173, 2.69787e+02, 6.60789e-01, 6.69005e-01, 7.11898e-01, 6.55326e-01, 8.12292e-01
174, 2.71425e+02, 6.60650e-01, 6.69765e-01, 7.21345e-01, 6.55472e-01, 8.06834e-01
175, 2.73032e+02, 6.60340e-01, 6.66813e-01, 7.00439e-01, 6.47040e-01, 8.04821e-01
176, 2.74631e+02, 6.60318e-01, 6.71364e-01, 7.03797e-01, 6.48906e-01, 7.95496e-01
177, 2.76215e+02, 6.59609e-01, 6.58965e-01, 6.95084e-01, 6.57081e-01, 7.90985e-01
178, 2.77802e+02, 6.58945e-01, 6.59298e-01, 6.94008e-01, 6.48850e-01, 7.91000e-01
179, 2.79466e+02, 6.58724e-01, 6.66394e-01, 6.94259e-01, 6.46619e-01, 8.04039e-01
180, 2.81081e+02, 6.58558e-01, 6.67176e-01, 7.13087e-01, 6.45199e-01, 8.20172e-01
181, 2.82662e+02, 6.58323e-01, 6.65851e-01, 6.96239e-01, 6.45081e-01, 8.08281e-01
182, 2.84266e+02, 6.57795e-01, 6.60358e-01, 7.31034e-01, 6.54190e-01, 8.45177e-01
183, 2.85824e+02, 6.57732e-01, 6.68171e-01, 6.99145e-01, 6.55481e-01, 7.93924e-01
184, 2.87439e+02, 6.58092e-01, 6.75596e-01, 7.05497e-01, 6.50274e-01, 7.90413e-01
185, 2.89001e+02, 6.57714e-01, 6.62957e-01, 7.03595e-01, 6.51505e-01, 8.05622e-01
186, 2.90565e+02, 6.57495e-01, 6.65300e-01, 6.95427e-01, 6.56789e-01, 8.08190e-01
187, 2.92097e+02, 6.57372e-01, 6.66834e-01, 6.91656e-01, 6.49169e-01, 7.90617e-01
188, 2.93671e+02, 6.56774e-01, 6.58057e-01, 7.01030e-01, 6.45024e-01, 8.01987e-01
189, 2.95290e+02, 6.56402e-01, 6.61378e-01, 6.90284e-01, 6.41435e-01, 7.97796e-01
190, 2.96874e+02, 6.55887e-01, 6.58551e-01, 6.86347e-01, 6.47639e-01, 7.75898e-01
191, 2.98465e+02, 6.54864e-01, 6.48652e-01, 7.08898e-01, 6.55457e-01, 7.85826e-01
192, 3.00044e+02, 6.54366e-01, 6.57154e-01, 6.87028e-01, 6.52068e-01, 8.03986e-01
193, 3.01637e+02, 6.53942e-01, 6.58239e-01, 6.85950e-01, 6.42295e-01, 7.70973e-01
194, 3.03212e+02, 6.53282e-01, 6.53512e-01, 6.89904e-01, 6.49203e-01, 7.91824e-01
195, 3.04758e+02, 6.52801e-01, 6.55991e-01, 6.85590e-01, 6.42958e-01, 7.79842e-01
196, 3.06353e+02, 6.52156e-01, 6.52549e-01, 6.92322e-01, 6.40254e-01, 7.77059e-01
197, 3.07929e+02, 6.51376e-01, 6.49680e-01, 7.05918e-01, 6.35477e-01, 8.08286e-01
198, 3.09475e+02, 6.51060e-01, 6.57151e-01, 6.88934e-01, 6.47250e-01, 7.85921e-01
199, 3.11082e+02, 6.50425e-01, 6.51031e-01, 6.85812e-01, 6.49580e-01, 7.54050e-01
200, 3.12659e+02, 6.50020e-01, 6.54675e-01, 7.07526e-01, 6.45009e-01, 8.05563e-01
201, 3.14214e+02, 6.49546e-01, 6.53114e-01, 6.88265e-01, 6.42797e-01, 7.90450e-01
202, 3.15801e+02, 6.49190e-01, 6.54370e-01, 6.81623e-01, 6.53383e-01, 7.73787e-01
203, 3.17407e+02, 6.49381e-01, 6.64011e-01, 6.85831e-01, 6.53023e-01, 7.77046e-01
204, 3.19034e+02, 6.48648e-01, 6.47691e-01, 6.79098e-01, 6.60919e-01, 7.69962e-01
205, 3.20681e+02, 6.48369e-01, 6.54889e-01, 6.81706e-01, 6.44988e-01, 7.65095e-01
206, 3.22312e+02, 6.48270e-01, 6.57914e-01, 6.88048e-01, 6.44498e-01, 7.86545e-01
207, 3.23915e+02, 6.47920e-01, 6.53450e-01, 6.79478e-01, 6.44126e-01, 7.62510e-01
208, 3.25543e+02, 6.47528e-01, 6.52335e-01, 6.81083e-01, 6.47093e-01, 7.64414e-01
209, 3.27165e+02, 6.47829e-01, 6.64455e-01, 6.84726e-01, 6.49754e-01, 7.76152e-01
210, 3.28782e+02, 6.47727e-01, 6.57242e-01, 6.76614e-01, 6.45530e-01, 7.92271e-01
211, 3.30427e+02, 6.47314e-01, 6.51590e-01, 6.88573e-01, 6.59188e-01, 7.92509e-01
212, 3.31982e+02, 6.46745e-01, 6.48408e-01, 6.78471e-01, 6.46342e-01, 7.81080e-01
213, 3.33567e+02, 6.46444e-01, 6.52536e-01, 6.71621e-01, 6.55013e-01, 7.64689e-01
214, 3.35263e+02, 6.46364e-01, 6.56414e-01, 6.82852e-01, 6.40873e-01, 7.82646e-01
215, 3.36952e+02, 6.46083e-01, 6.52511e-01, 6.90604e-01, 6.48167e-01, 7.95310e-01
216, 3.38614e+02, 6.45628e-01, 6.49290e-01, 6.74892e-01, 6.53440e-01, 7.60470e-01
217, 3.40276e+02, 6.45245e-01, 6.50092e-01, 6.73911e-01, 6.47580e-01, 7.66606e-01
218, 3.41938e+02, 6.45374e-01, 6.58897e-01, 6.73469e-01, 6.47135e-01, 7.74442e-01
219, 3.43571e+02, 6.45368e-01, 6.56684e-01, 6.62208e-01, 6.41803e-01, 7.61868e-01
220, 3.45151e+02, 6.44536e-01, 6.41805e-01, 6.77726e-01, 6.45614e-01, 7.85625e-01
221, 3.46726e+02, 6.44131e-01, 6.48706e-01, 6.81263e-01, 6.44607e-01, 7.71439e-01
222, 3.48392e+02, 6.43501e-01, 6.44236e-01, 6.70924e-01, 6.53845e-01, 7.71747e-01
223, 3.50035e+02, 6.43349e-01, 6.51854e-01, 6.66716e-01, 6.51235e-01, 7.71405e-01
224, 3.51641e+02, 6.42887e-01, 6.46438e-01, 6.72865e-01, 6.41476e-01, 7.69112e-01
225, 3.53232e+02, 6.42522e-01, 6.47542e-01, 6.65207e-01, 6.46262e-01, 7.64576e-01
226, 3.54828e+02, 6.42464e-01, 6.52887e-01, 6.65362e-01, 6.45510e-01, 7.60323e-01
227, 3.56377e+02, 6.42765e-01, 6.59342e-01, 6.70928e-01, 6.46739e-01, 7.65479e-01
228, 3.57924e+02, 6.42649e-01, 6.51846e-01, 6.72632e-01, 6.50499e-01, 7.73699e-01
229, 3.59511e+02, 6.42677e-01, 6.54336e-01, 6.77750e-01, 6.33541e-01, 7.80474e-01
230, 3.61119e+02, 6.42221e-01, 6.45558e-01, 6.75768e-01, 6.40397e-01, 7.70710e-01
231, 3.62693e+02, 6.42251e-01, 6.53742e-01, 6.72100e-01, 6.51532e-01, 7.75815e-01
232, 3.64269e+02, 6.41892e-01, 6.46817e-01, 6.64711e-01, 6.41349e-01, 7.57751e-01
233, 3.65850e+02, 6.41441e-01, 6.45243e-01, 6.73020e-01, 6.42731e-01, 7.75018e-01
234, 3.67441e+02, 6.41386e-01, 6.51726e-01, 6.69635e-01, 6.40657e-01, 7.50942e-01
235, 3.69041e+02, 6.41904e-01, 6.62058e-01, 6.79562e-01, 6.57825e-01, 7.77580e-01
236, 3.70593e+02, 6.41304e-01, 6.42245e-01, 6.56342e-01, 6.35747e-01, 7.64833e-01
237, 3.72223e+02, 6.41029e-01, 6.47667e-01, 6.64123e-01, 6.41215e-01, 7.62621e-01
238, 3.73815e+02, 6.41130e-01, 6.54088e-01, 6.69577e-01, 6.45095e-01, 7.55117e-01
239, 3.75365e+02, 6.41106e-01, 6.52069e-01, 6.60555e-01, 6.33561e-01, 7.53630e-01
240, 3.76967e+02, 6.40460e-01, 6.40599e-01, 6.64743e-01, 6.50788e-01, 7.57100e-01
241, 3.78550e+02, 6.40062e-01, 6.44603e-01, 6.63055e-01, 6.51741e-01, 7.72981e-01
242, 3.80180e+02, 6.39241e-01, 6.36647e-01, 6.72840e-01, 6.40483e-01, 7.83173e-01
243, 3.81767e+02, 6.39305e-01, 6.51662e-01, 6.65580e-01, 6.42699e-01, 7.77417e-01
244, 3.83376e+02, 6.39294e-01, 6.50350e-01, 6.57332e-01, 6.39511e-01, 7.49210e-01
245, 3.84973e+02, 6.38671e-01, 6.39166e-01, 6.54318e-01, 6.45710e-01, 7.46377e-01
246, 3.86531e+02, 6.38617e-01, 6.49072e-01, 6.59089e-01, 6.50917e-01, 7.57208e-01
247, 3.88151e+02, 6.38650e-01, 6.50279e-01, 6.53602e-01, 6.42570e-01, 7.31920e-01
